,Place_Id,Place_Name,image
46,47,Taman Situ Lembang,https://asset.kompas.com/crops/hG0Um8KrQbXafmvEM_i8JXv5kZw=/0x41:1000x707/750x500/data/photo/2023/05/10/645b683a85769.jpg
47,48,Taman Ismail Marzuki,https://upload.wikimedia.org/wikipedia/commons/9/92/Gedung_Ali_Sadikin_Taman_Ismail_Marzuki.jpg
48,49,Galeri Indonesia Kaya,https://indonesiakaya.com/wp-content/uploads/2023/07/Galeri-Indonesia-Kaya.webp
49,50,Museum Joang 45,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/d4/5d/13/gedung-joang-45.jpg?w=1200&h=1200&s=1
50,51,Jakarta Planetarium,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Jakarta_Planetarium.JPG/1200px-Jakarta_Planetarium.JPG
51,52,Kampung Cina,https://media-cdn.tripadvisor.com/media/photo-s/0a/4d/88/5b/img-20160209-082604-largejpg.jpg
52,53,Rumah Sipitung,https://upload.wikimedia.org/wikipedia/commons/8/8b/Balaksuji_rumah_si_pitung.jpg
53,54,Taman Agrowisata Cilangkap,https://indonesiakaya.com/wp-content/uploads/2020/10/taman_agro_cilangkap_1200.jpg
54,55,Klenteng Jin De Yuan,https://upload.wikimedia.org/wikipedia/commons/7/7a/Jin_De_Yuan_Front_Worship.jpg
55,56,Pantai Ancol,https://awsimages.detik.net.id/community/media/visual/2023/03/24/asyik-ngabuburit-di-ancol-selama-ramadan-gratis-lho-1_169.jpeg?w=600&q=90
56,57,Taman Lapangan Banteng,https://images.squarespace-cdn.com/content/v1/5d9aba8504a05a7cc222de1b/1578821126422-T7P6LDZX0TI79PT73DCB/lots-of-open-space-suitable-for-bike-riding-.jpg?format=1000w
57,58,Taman Ayodya,https://media-cdn.tripadvisor.com/media/photo-s/09/2a/4a/41/taman-ayodya.jpg
58,59,Museum Sumpah Pemuda,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/MuseumSumpahPemuda.jpg/800px-MuseumSumpahPemuda.jpg
59,60,Museum Tekstil,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Musetextil.jpg/250px-Musetextil.jpg
60,61,Tugu Proklamasi,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Collectie_NMvWereldculturen%2C_TM-33002401%2C_Prentbriefkaart-_Het_Proklamasi-monument_in_Pegangsaan_Timur%2C_Djakarta%2C_Kementerian_Penerangan_%28KEMPEN%29%2C_1950-1960.jpg/260px-Collectie_NMvWereldculturen%2C_TM-33002401%2C_Prentbriefkaart-_Het_Proklamasi-monument_in_Pegangsaan_Timur%2C_Djakarta%2C_Kementerian_Penerangan_%28KEMPEN%29%2C_1950-1960.jpg
61,62,Taman Legenda Keong Emas,https://www.tamanlegenda.id/wp-content/uploads/sb-instagram-feed-images/334145536_118742487811460_5336666585427306192_nfull.jpg
62,63,Museum Kebangkitan Nasional,https://upload.wikimedia.org/wikipedia/commons/4/4e/Gedung_Kebangkitan_Nasional_%28STOVIA%29.jpg
63,64,Museum Sasmita Loka Ahmad Yani,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/39/6e/cb/caption.jpg?w=1200&h=-1&s=1
64,65,Museum Basoeki Abdullah,https://media-cdn.tripadvisor.com/media/photo-s/08/70/ea/89/photo2jpg.jpg
65,66,Museum Layang-layang,https://lookaside.instagram.com/seo/google_widget/crawler/?media_id=2757354642166972027
66,67,Margasatwa Muara Angke,https://cdn.antaranews.com/cache/1200x800/2021/06/03/WhatsApp-Image-2021-06-03-at-16.54.34.jpeg
67,68,Pasar Petak Sembilan,https://asset.kompas.com/crops/c8A09TcpX1RmToNphljy7v-ad1g=/393x0:1280x591/750x500/data/photo/2023/01/14/63c230ff16d5e.jpeg
68,69,Freedom Library,https://eastsidefreedomlibrary.org/wp-content/uploads/2021/04/esflbldgfront4.21.jpg
69,70,Perpustakaan Nasional,https://upload.wikimedia.org/wikipedia/commons/e/e2/LOGO-PERPUSNAS.svg
70,71,Cibubur Garden Diary (Cibugary),https://beritacibubur.files.wordpress.com/2019/09/cibuburgardendairy7-630x380.jpg?w=723
71,72,Waterboom PIK (Pantai Indah Kapuk),https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/5d/70/b0/waterbom-jakarta.jpg?w=1200&h=-1&s=1
72,73,Museum Perangko,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/56/f5/0e/musium-prangko-indonesia.jpg?w=1200&h=-1&s=1
73,74,Museum Tengah Kebun,https://lookaside.instagram.com/seo/google_widget/crawler/?media_id=2875548399909011696
74,75,SnowBay Waterpark,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/f2/80/d6/photo2jpg.jpg?w=1200&h=1200&s=1
75,76,Taman Cattleya,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/b6/d3/ad/pintu-masuk-taman.jpg?w=1200&h=-1&s=1
76,77,Taman Hutan Tebet,https://img.inews.co.id/media/1200/files/inews_new/2022/02/10/Tebet_Ecopark.jpg
77,78,Hutan Kota Srengseng,https://upload.wikimedia.org/wikipedia/commons/8/88/Jakarta_hutan_srengseng.jpg
78,79,Taman Spathodea,https://asset.kompas.com/crops/pK-YdwQTfGOcgqy--ZYWtYH0RDg=/0x0:0x0/750x500/data/photo/2023/09/10/64fdc3fa3fe76.jpg
79,80,Plaza Indonesia,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Malam_Tanpa_Kendaraan_2012-13_-_Plaza_Indonesia_-_panoramio.jpg/640px-Malam_Tanpa_Kendaraan_2012-13_-_Plaza_Indonesia_-_panoramio.jpg
80,81,Mall Thamrin City,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/28/da/98/thamrin-city-main-enterance.jpg?w=1200&h=1200&s=1
81,82,Museum Satria Mandala,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Satriamandala_Museum_main_building.jpg/800px-Satriamandala_Museum_main_building.jpg
82,83,Alive Museum Ancol,https://i.pinimg.com/736x/e2/e9/8f/e2e98f2a50c6a32d9c3a2efdead1ae99.jpg
83,84,Kawasan Kuliner BSM,https://fastly.4sqi.net/img/general/600x600/5710794_RgmzNH0pcRaE6Zzl00gujoroPrNbZNTlvPjrj0liBxw.jpg
84,85,Taman Pintar Yogyakarta,https://www.yogyes.com/id/yogyakarta-tourism-object/other/taman-pintar/1.jpg
85,86,Keraton Yogyakarta,https://upload.wikimedia.org/wikipedia/commons/3/33/Kraton_Yogyakarta_Pagelaran.jpg
86,87,Sindu Kusuma Edupark (SKE),https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit19201280gsm/events/2022/01/11/3b40f755-79aa-47e9-a182-6a2eadbcfe85-1641902152794-e4faae2484d6bdb8395b3c564541ac75.jpg
87,88,Museum Benteng Vredeburg Yogyakarta,https://upload.wikimedia.org/wikipedia/commons/6/60/Museum_Benteng_Vredeburg_01.jpg
88,89,De Mata Museum Jogja,https://pariwisata.jogjakota.go.id/resources/img/article/20190219121633.jpg
89,90,Kampung Wisata Taman Sari,https://pariwisata.jogjakota.go.id/resources/img/article/20200916111459.gif
90,91,Situs Warungboto,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/dd/1c/6a/warung-boto.jpg?w=1200&h=-1&s=1
91,92,Nol Kilometer Jl.Malioboro,https://c8.alamy.com/comp/2HAYMGX/yogyakarta-indonesia-november-20-2021-2-men-are-walking-on-the-sidewalk-of-malioboro-street-enjoying-vacation-time-during-the-day-2HAYMGX.jpg
92,93,Gembira Loka Zoo,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Gembira_Loka_Zoo_in_Yogyakarta.jpg/1200px-Gembira_Loka_Zoo_in_Yogyakarta.jpg
93,94,Sumur Gumuling,https://media-cdn.tripadvisor.com/media/photo-s/0f/e1/69/c4/sumur-gumuling.jpg
94,95,Desa Wisata Sungai Code Jogja Kota,https://awsimages.detik.net.id/community/media/visual/2022/02/20/wajah-baru-kali-code-yogyakarta-yang-makin-berwarna-4_169.jpeg?w=1200
95,96,Alun Alun Selatan Yogyakarta,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/50/79/1f/arun-arun.jpg?w=1200&h=-1&s=1
96,97,Monumen Yogya Kembali,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/3a/00/a0/museum-jogja-kembali.jpg?w=1200&h=1200&s=1
97,98,Taman Pelangi Yogyakarta,https://awsimages.detik.net.id/community/media/visual/2017/02/23/1c740245-fd92-42f3-bdca-f4c6c9e178f5_169.jpg?w=600&q=90
98,99,Kampung Wisata Kadipaten,https://pariwisata.jogjakota.go.id/resources/img/article/20190408092050.jpg
99,100,Taman Budaya Yogyakarta,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/ArtJog_2013%2C_Taman_Budaya_Yogyakarta.JPG/1200px-ArtJog_2013%2C_Taman_Budaya_Yogyakarta.JPG
100,101,Kampung Wisata Sosro Menduran,https://kampungwisata.jogjakota.go.id/galleryslider/1609921216slider%20sosromenduran.jpg
101,102,Monumen Batik Yogyakarta,https://www.shutterstock.com/image-photo/monumen-batik-yogyakarta-monument-inisible-260nw-1152708848.jpg
102,103,Tugu Pal Putih Jogja,https://l450v.alamy.com/450v/2nampg9/yogyakarta-indonesia-circa-2023-residents-crossing-tugu-pal-putih-jogja-de-white-paal-using-various-transportation-2nampg9.jpg
103,104,Tebing Breksi,https://www.indonesia.travel/content/dam/indtravelrevamp/id-id/ide-liburan/wisata-ke-tebing-breksi-makin-asyik-setelah-tahu-informasi-ini/tebing.jpg
104,105,Candi Donotirto,https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/p2/65/2023/10/04/Resize_20231004_155051_1502-1823820894.jpg
105,106,Kawasan Malioboro,https://thumb.tvonenews.com/thumbnail/2022/06/28/62bae890d8300-kawasan-jalan-malioboro_1265_711.jpg
106,107,Bangsal Pagelaran,https://www.researchgate.net/publication/294540154/figure/fig2/AS:626972136853505@1526493214939/The-Gable-of-Bangsal-Pagelaran-in-Karaton-Yogyakarta-image-source-authors-collection.png
107,108,Embung Tambakboyo,https://www.alltrails.com/_next/image?url=https%3A%2F%2Fwww.alltrails.com%2Fapi%2Falltrails%2Fv3%2Fmaps%2F204462313%2Fstatic_map%3Fsize%3D295x240%26scale%3D2%26key%3D3p0t5s6b5g4g0e8k3c1j3w7y5c3m4t8i&w=3840&q=75
108,109,Hutan Pinus Pengger,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/c4/d3/19/la-famosa-mano-de-pinus.jpg?w=1200&h=1200&s=1
109,110,Monumen Serangan Umum 1 Maret,https://upload.wikimedia.org/wikipedia/commons/9/9f/Monumen_Serangan_Umum_1_Maret_%281_March_General_Attack_Monument%29.JPG
110,111,Puncak Pinus Becici,https://jelajah-api.bantulkab.go.id/files/content/e0ed89d91ee2634947c983bcd41df7af.jpg
111,112,Bukit Bintang Yogyakarta,https://asset.kompas.com/crops/sdYG6HKMSk1FMt2rxpqSbfFtjc0=/0x0:1800x1200/750x500/data/photo/2023/08/18/64df47c044dc6.jpg
112,113,Gedung Agung Yogyakarta,https://upload.wikimedia.org/wikipedia/commons/f/f2/Gedung_Agung_Istana_Yogyakarta.jpg
113,114,The Lost World Castle,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/The_Lost_World_Castle.jpg/1200px-The_Lost_World_Castle.jpg
114,115,Monumen Sanapati,https://mojok.co/wp-content/uploads/2023/09/Museum-Senapati.jpeg
115,116,Jurang Tembelan Kanigoro,https://as2.ftcdn.net/v2/jpg/01/85/48/65/1000_F_185486545_4JUkLxAB0ekKIhPMz2JoFZiMiGQ33g1y.jpg
116,117,The World Landmarks - Merapi Park Yogyakarta,https://c8.alamy.com/comp/2CABHHR/an-ancient-animal-statue-at-the-world-landmarks-merapi-park-yogyakarta-which-was-still-under-construction-at-that-time-2CABHHR.jpg
117,118,Museum Sonobudoyo Unit I,https://javaprivatetour.com/wp-content/uploads/2023/10/Koleksi-Benda-Bersejarah-Museum-Sonobudoyo-Yogyakarta.webp
118,119,Lava Bantal,https://awsimages.detik.net.id/community/media/visual/2018/12/14/e1f32e35-93e3-4264-bd16-404dddf675b5_169.jpeg?w=600&q=90
119,120,Bukit Panguk Kediwung,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/14/61/e9/sunrise-di-bukit-panguk.jpg?w=1200&h=-1&s=1
120,121,Candi Prambanan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Prambanan_Temple_Yogyakarta_Indonesia.jpg/1200px-Prambanan_Temple_Yogyakarta_Indonesia.jpg
121,122,Watu Goyang,https://visitingjogja.jogjaprov.go.id/wp-content/uploads/2021/03/159931208_1398821893797239_4733554309931237283_n.jpg
122,123,Kampung Wisata Rejowinangun,https://pariwisata.jogjakota.go.id/resources/img/article/20201006085121.gif
123,124,Kauman Pakualaman Yogyakarta,https://kaumanpakualaman.files.wordpress.com/2021/12/kauman-1.jpg
124,125,Alun-alun Utara Keraton Yogyakarta,https://asset.kompas.com/crops/rsNVzBolFSN_WQgpX313dDDQR34=/38x0:656x412/750x500/data/photo/2023/03/09/6409a8513976d.jpeg
125,126,Pantai Goa Cemara,https://media-cdn.tripadvisor.com/media/photo-s/12/6d/18/f6/sunset-di-pantai-goa.jpg
126,127,Blue Lagoon Jogja,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/a0/cf/8e/blue-lagoon-sendang-tirta.jpg?w=1200&h=1200&s=1
127,128,Gumuk Pasir Parangkusumo,https://gokayu.com/uploads/article/YXJ0aWNsZV81NzY=/NTc2X1R1ZSAyMDE4IE1hciAwNTo1ODoxNzVhYTc2ODc5YmQ2ZDQ=/original.jpg
128,129,Bukit Lintang Sewu,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/0e/8b/f9/bukit-lintang-sewu.jpg?w=1200&h=1200&s=1
129,130,Studio Alam Gamplong,https://sumberrahayusid.slemankab.go.id/assets/files/artikel/sedang_161370332144691815_300831200641686_1693223938030693535_n.jpg
130,131,Watu Lumbung,https://visitingjogja.jogjaprov.go.id/en/wp-content/uploads/2019/02/842.jpg
131,132,Air Terjun Kedung Pedut,https://visitingjogja.jogjaprov.go.id/wp-content/uploads/2020/03/218.jpg
132,133,Puncak Kebun Buah Mangunan,https://o-cdn-cas.sirclocdn.com/parenting/images/Kebun_Buah_Mangunan_instagram.com.width-800.format-webp_DsgPlnW.webp
133,134,Desa Wisata Gamplong,https://www.kotajogja.com/wp-content/uploads/2021/02/118986568_117475859917130_981313919625573653_n.jpg
134,135,Kawasan Wisata Sosrowijayan,https://static.vecteezy.com/system/resources/previews/026/121/034/non_2x/yogyakarta-indonesia-march-20-2023-sosrowijayan-tourist-area-gate-in-malioboro-tourism-area-free-photo.JPG
135,136,Grojogan Watu Purbo Bangunrejo,https://asset.kompas.com/crops/wXX1MvMLkTVW1qkcgemVXMX2hT0=/0x0:1000x667/750x500/data/photo/2020/01/26/5e2d5f4c2853a.jpg
136,137,Wisata Alam Kalibiru,https://asset.kompas.com/crops/UegdwPyplBaadzNQiFGx7o9CXVM=/41x4:1452x944/750x500/data/photo/2022/02/14/62096a48dee22.jpg
137,138,Jogja Exotarium,https://visitingjogja.jogjaprov.go.id/wp-content/uploads/2021/04/123388295_416448169348320_3747966944106264587_n.jpg
138,139,Puncak Gunung Api Purba - Nglanggeran,https://newsimg.koreatimes.co.kr/2023/12/27/e97944d6-c8a2-4887-a1bb-adc073bff03d.jpg
139,140,Bendung Lepen,https://cdn0-production-images-kly.akamaized.net/GYbI3x8ue_4TPk3DDxF1wX-FDNM=/800x450/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3363879/original/000655600_1612006827-bendung_1.jpg
140,141,Bunker Kaliadem Merapi,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/dc/29/75/lrm-export-1053573127206.jpg?w=1200&h=-1&s=1
141,142,Ledok Sambi,https://visitingjogja.jogjaprov.go.id/wp-content/uploads/2022/08/ledok-sambi-by-@kapanewonpakem.jpg
142,143,Seribu Batu Songgo Langit,https://visitingjogja.jogjaprov.go.id/wp-content/uploads/2020/12/131063547_827392477807324_2160350004161108543_n.jpg
143,144,Goa Jomblang,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=100063614139224
144,145,Desa Wisata Rumah Domes/Teletubbies,https://visitingjogja.jogjaprov.go.id/wp-content/uploads/2021/04/49907380_187459828877416_2627656575041698927_n.jpg
145,146,Bukit Wisata Pulepayung,https://visitingjogja.jogjaprov.go.id/wp-content/uploads/2020/03/134749519_1063110144208705_2545271039243575160_n.jpg
146,147,Bentara Budaya Yogyakarta (BBY),https://www.yogyes.com/id/places/jogja/bentara-budaya-yogyakarta-bby/1.jpg
147,148,Goa Rancang Kencono,https://fastly.4sqi.net/img/general/600x600/60217660_ZNjxz-WN8_UQAGGh1EZF0mHHF7EFdnkqsWGpGKlvq5U.jpg
148,149,Goa Cerme,https://happytour.id/wp-content/uploads/2018/07/GoaCerme1.jpg
149,150,Wisata Kraton Jogja,http://terasmalioboro.jogjaprov.go.id/wp-content/uploads/2022/08/Kenali-Peraturan-Unik-dan-Penting-Saat-Berkunjung-ke-Keraton-Yogyakarta.jpg
150,151,Desa Wisata Kelor,https://img.harianjogja.com/posts/2020/11/10/1054933/umy-kelor.jpg
151,152,Pantai Patihan,http://unycommunity.com/wp-content/uploads/2023/01/view-pantai.jpg
152,153,Pantai Kukup,https://akcdn.detik.net.id/visual/2023/11/09/pantai-kukup-yogyakarta-1_169.jpeg?w=650
153,154,Pantai Ngrawe (Mesra),https://widyalokawisata.com/wp-content/uploads/2023/09/pantai-ngrawe-mesra-gunungkidul.webp
154,155,Pantai Ngobaran,https://i.ytimg.com/vi/j_9fK0UvWR0/maxresdefault.jpg
155,156,Pantai Pulang Sawal,https://sewamobiljogja.id/wp-content/uploads/2019/07/Pantai-Pulang-Sawal.jpg
156,157,Pantai Baron,https://o-cdn-cas.sirclocdn.com/parenting/images/pantai-baron.width-800.format-webp.webp
157,158,Pantai Pok Tunggal,https://media-cdn.tripadvisor.com/media/photo-s/07/6c/30/17/sunset-pok-tunggal.jpg
158,159,Hutan Pinus Asri,https://homestaydijogja.net/wp-content/uploads/2024/02/Hutan-Pinus-Asri.jpg
159,160,Pasar Kebon Empring Bintaran,https://lookaside.instagram.com/seo/google_widget/crawler/?media_id=2858662875977591189
160,161,"Bukit Paralayang, Watugupit",https://visitingjogja.jogjaprov.go.id/wp-content/uploads/2022/08/watu-gupit-by-@asaljepret39.jpg
161,162,Kampung Wisata Dipowinatan,https://visitingjogja.jogjaprov.go.id/wp-content/uploads/2020/01/dipowinatan1.jpg
162,163,Watu Mabur Mangunan,https://i.ytimg.com/vi/qf3lKIyCI0I/maxresdefault.jpg
163,164,Pintoe Langit Dahromo,https://www.shutterstock.com/image-photo/pintoe-langit-dahromo-dlingo-bantul-260nw-1322819738.jpg
164,165,Green Village Gedangsari,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/ae/14/65/green-village-gedangsari.jpg?w=1200&h=-1&s=1
165,166,Kebun Teh Nglinggo,https://dinpar.kulonprogokab.go.id/upload/nglinggojpg2.jpg
166,167,Geoforest Watu Payung Turunan,https://www.yogyes.com/id/yogyakarta-tourism-object/nature-and-outdoor/geoforest-watu-payung/1.jpg
167,168,Pantai Timang,https://upload.wikimedia.org/wikipedia/commons/f/f2/Gondala_pantai_Timang_-_Gunung_Kidul%2C_DIY.jpg
168,169,Puncak Segoro,https://bokun.s3.amazonaws.com/baa725bf-1c6e-4257-bd49-19f93fa0b84d.jpeg?w=876&h=493&fit=crop
169,170,Candi Borobudur,https://media.istockphoto.com/id/585488420/photo/ancient-buddha-statue-and-stupa-at-borobudur-temple.jpg?s=612x612&w=0&k=20&c=xqYP10G2NK5AU6HHRJUxi9nwYddiZ_eH1GEwAgoq3gY=
170,171,Candi Ijo,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/bb/ad/55/ijo-temple.jpg?w=1200&h=-1&s=1
